"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  US$","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  US$","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
"35.1.","Eco Defense Bed Bug Killer - Bed Bug Spray & Dust Mite Spray - Natural Treatment - 16 Oz (Pack of 2)","B0GH2XV521","https://www.amazon.com/dp/B0GH2XV521?psc=1","https://m.media-amazon.com/images/I/61EQgGJsGaL._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg","Eco Defense",49.9,783,0,"N/A","22,793.43",0,100,"7,076","N/A","N/A",1,4.1,"9,573",3,21,"Eco Brands","Patio, Lawn & Garden","Large Standard-Size","FBA","8.50 x 3.03 x 5.83 in",2.5,"N/A","Apr 16, 2022",,"No",47,"Eco Brands"
"35.2.","Eco Defense Bed Bug Killer - Bed Bug Spray & Dust Mite Spray - Natural Treatment - 1 Gallon","B07BZKMCD2","https://www.amazon.com/dp/B07BZKMCD2?psc=1","https://m.media-amazon.com/images/I/71PPpCWUhkL._AC_SY355_.jpg","Eco Defense",69.95,783,72,"N/A","22,793.43","5,030.99",91,"142,206","N/A",11.71,1,4.1,"9,573",3,15,"Eco Brands","Health & Household","Large Standard-Size","FBA","12.13 x 6.42 x 9.21 in",8.11,"N/A","Mar 18, 2015",,"No",132,"Eco Brands"
