"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  US$","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  US$","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
91.,"Claire Bed Bug, lice and dust mite spray, 16 oz- 1 Count","B00UJXK2K6","https://www.amazon.com/dp/B00UJXK2K6?psc=1","https://m.media-amazon.com/images/I/81cPGVPStzS._AC_SY355_.jpg","Claire",21.69,31,23,"N/A","1,193.2",474.13,56,"312,253","AMZ",10.18,1,4.1,31,1,0,"Fast and Precise by Staples","Health & Household","Large Standard-Size","AMZ","9.76 x 3.23 x 3.78 in",1.3,"N/A","Jan 12, 2018",,"No",98,"Fast and Precise by Staples"
"91.1.","Claire CL006-12pk Bed Bug Killer; 16 Oz. Net Wt., 12 Count","B08CQYXJ1S","https://www.amazon.com/dp/B08CQYXJ1S?psc=1","https://m.media-amazon.com/images/I/81cPGVPStzS._AC_SY355_PIbundle-12,TopRight,0,0_SH20_.jpg","Claire",92.31,31,8,"N/A","1,193.2",718.61,58,"312,191","N/A","N/A",1,4.1,31,1,0,"AKS B2C","Health & Household","Large and Bulky","MFN","13.89 x 9.02 x 13.15 in",16.4,"N/A","Jul 9, 2020",,"No",68,"AKS B2C"
