"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  US$","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  US$","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
"46.1.","Mite Spray – Natural Killer for Dust, Bird, Spider & Other Mites | Bedding & Furniture-Safe | Treatment for Chickens, Poultry, Dogs, Cats, Reptiles & Other Pets | Indoor & Outdoor (1 Gallon)","B0FDX548SB","https://www.amazon.com/dp/B0FDX548SB?psc=1","https://m.media-amazon.com/images/I/711mtao+XyL._AC_SY355_.jpg","ECOPEST",74.99,367,17,"N/A","9,318.26","1,285.62",190,"49,897","N/A",20.23,1,4.3,83,14,4,"Rimbaworks","Health & Household","Large Standard-Size","FBA","13.11 x 5.67 x 7.95 in",8.4,"N/A","Aug 19, 2025",,"No",7,"Rimbaworks"
