"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  US$","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  US$","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
139.,"Bed Bug & Mite Laundry Detergent Additive by Premo Guard – 32 oz – Child & Pet Friendly – Stain & Odor Free – Best Natural Non-Toxin Treatment","B08XWGL1HK","https://www.amazon.com/dp/B08XWGL1HK?psc=1","https://m.media-amazon.com/images/I/711eqc-f8KL._AC_SY355_.jpg","Premo Guard",35.97,"3,192","1,728","1,000","155,398.22","62,149.65",142,"13,378","US",11.64,1,4.3,"2,174",8,53,"Premo Guard LLC","Health & Household","Large Standard-Size","FBA","9.29 x 3.58 x 3.90 in",2.05,"N/A","Mar 2, 2021",,"No",60,"Premo Guard LLC"
"139.1.","Premo Guard Bed Bug, Mite & Lice Laundry Detergent Additive 64 oz – Child & Pet Friendly – Stain & Odor Free – Best Natural Non-Toxin Treatment","B0DJQNDBK4","https://www.amazon.com/dp/B0DJQNDBK4?psc=1","https://m.media-amazon.com/images/I/71AQYiv5phL._AC_SY355_.jpg","Premo Guard",49.97,"3,192",794,500,"155,398.22","39,682.38",143,"13,378","N/A",15.36,1,4.3,"2,174",8,49,"Premo Guard LLC","Health & Household","Large Standard-Size","FBA","10.28 x 3.78 x 7.40 in",4.1,"N/A","Mar 2, 2021",,"No",60,"Premo Guard LLC"
"139.2.","Bed Bug, Mite & Lice Laundry Detergent Additive by Premo Guard – 128 oz – Child & Pet Friendly – Stain & Odor Free – Best Natural Non-Toxin Treatment","B0BN2832WW","https://www.amazon.com/dp/B0BN2832WW?psc=1","https://m.media-amazon.com/images/I/71Wb2dzgqFL._AC_SY355_.jpg","Premo Guard",79.97,"3,110",648,300,"151,488.17","51,798.71",149,"13,378","N/A",21.46,1,4.3,"2,174",7,52,"Premo Guard LLC","Health & Household","Large Standard-Size","FBA","12.68 x 4.49 x 8.98 in",8.97,"N/A","Nov 25, 2022",,"No",40,"Premo Guard LLC"
