"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  US$","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  US$","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
"129.1.","Bed Bug Travel Spray – 3oz (3-Pack) | Fast-Acting TSA Approved - Hotel Treatment - Kills Bedbugs, Eggs & Larvae | Non-Toxic, Family & Pet Safe by Bed Bug Patrol","B0DQ9M1S3W","https://www.amazon.com/dp/B0DQ9M1S3W?psc=1","https://m.media-amazon.com/images/I/81Qk-2o8FkL._AC_SY355_PIbundle-3,TopRight,0,0_SH20_.jpg","Bed Bug Patrol",29.74,259,29,"N/A","4,030.68",938.45,160,"73,198","N/A",10.05,1,4.4,"1,020",9,2,"BuyNaturally","Health & Household","Large Standard-Size","FBA","6.73 x 1.69 x 4.57 in",0.84,"N/A","Dec 12, 2024",,"No",15,"BuyNaturally"
