"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  US$","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  US$","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
"41.1.","Premo Guard Travel Bed Bug, Mite & Lice Spray 3 oz - TSA Carryon Approved - Natural Stain & Odor Free - Public Transportation, Accommodations & Luggage - Chid & Pet Safe (3 Pack)","B0CW21H8MT","https://www.amazon.com/dp/B0CW21H8MT?psc=1","https://m.media-amazon.com/images/I/71FRQgz0ewL._AC_SY355_.jpg","Premo Guard",19.97,"2,997",176,100,"89,215.36","3,516.05",178,"13,279","N/A",7.84,1,4.2,"5,044",7,35,"Premo Guard LLC","Health & Household","Large Standard-Size","FBA","8.11 x 1.97 x 4.96 in",0.79,"N/A","Feb 22, 2024",,"No",25,"Premo Guard LLC"
"41.2.","Premo Guard Bed Bug Killer Spray 16 oz - University Tested 100% Kill Rate - Natural Non Toxic, Stain & Scent Free - Kill Bedbugs & Mites On Bed & Blankets, Furniture, Clothing - Child & Pet Safe","B0C482X3M4","https://www.amazon.com/dp/B0C482X3M4?psc=1","https://m.media-amazon.com/images/I/61weC7exCWL._AC_SY355_.jpg","Premo Guard",24.97,"2,997",497,300,"89,215.36","12,399.76",194,"13,279","US",9.03,1,4.2,"5,044",8,33,"Premo Guard LLC","Health & Household","Large Standard-Size","FBA","10.79 x 3.62 x 4.53 in",1.21,"N/A","Jun 1, 2018",,"No",93,"Premo Guard LLC"
"41.3.","Premo Guard Bed Bug Killer Spray 24 oz - University Tested 100% Kill Rate - Natural Non Toxic, Stain & Scent Free - Kill Bedbugs & Mites On Bed & Blankets, Furniture, Clothing - Child & Pet Safe","B072YVN9XW","https://www.amazon.com/dp/B072YVN9XW?psc=1","https://m.media-amazon.com/images/I/61n+lZYIiaL._AC_SY355_.jpg","Premo Guard",29.97,"2,997","1,528",900,"89,215.36","45,766.84",194,"13,279","US",11.33,1,4.2,"5,044",7,33,"Premo Guard LLC","Health & Household","Large Standard-Size","FBA","9.84 x 3.62 x 5.67 in",1.74,"N/A","Sep 6, 2017",,"No",102,"Premo Guard LLC"
"41.4.","Premo Guard Bed Bug Killer Spray 128 oz - University Tested 100% Kill Rate - Natural Non Toxic, Stain & Scent Free - Kill Bedbugs & Mites On Bed & Blankets, Furniture, Clothing - Child & Pet Safe","B07ND2NR35","https://www.amazon.com/dp/B07ND2NR35?psc=1","https://m.media-amazon.com/images/I/713lunmUEnL._AC_SY355_.jpg","Premo Guard",89.97,"2,997",238,200,"89,215.36","21,383.29",195,"13,279","N/A",22.88,1,4.2,"5,044",9,35,"Premo Guard LLC","Health & Household","Large Standard-Size","FBA","14.29 x 7.76 x 9.09 in",7.85,"N/A","Mar 27, 2019",,"No",84,"Premo Guard LLC"
