"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  US$","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  US$","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
11.,"Premo Guard Natural Mite Spray – 16 oz Bottle – Plant Based Treatment for Dust, Spider, Carpet, Bird, Rat Mites – Safe for Families, Pet, Home, Bedding & Furniture When Used As Directed","B092815SDC","https://www.amazon.com/dp/B092815SDC?psc=1","https://m.media-amazon.com/images/I/61jM1IpB2eL._SX342_.jpg","Premo Guard",24.97,"2,230","1,266",900,"79,193.11","31,610.95",185,"2,453","US","N/A",1,4.2,"4,037",9,43,"Premo Guard LLC","Patio, Lawn & Garden","Large Standard-Size","FBA","10.00 x 2.80 x 5.71 in",1.23,"N/A","May 1, 2021",,"No",58,"Premo Guard LLC"
59.,"Allersearch ADMS Anti-Allergen Spray 32","B0010DLYR4","https://www.amazon.com/dp/B0010DLYR4?psc=1","https://m.media-amazon.com/images/I/71w2ofvNwML._AC_SY355_.jpg","Allersearch",26.95,"1,112","1,112",900,"29,966.83","29,966.68",39,"26,203","US",10.09,1,4.4,"3,707",9,15,"AllerGuard Corporation","Health & Household","Large Standard-Size","FBA","10.55 x 5.98 x 7.17 in",2.29,"N/A","Mar 24, 2011",,"No",180,"AllerGuard Corporation"
52.,"Steri-fab Bed Bug Insecticide 4 Gals Dust Mite Bed Bugs Killer Mattress Spray","B07CJY38L1","https://www.amazon.com/dp/B07CJY38L1?psc=1","https://m.media-amazon.com/images/I/71aRqksw9GS._SX342_.jpg","Steri-Fab",186.17,145,145,100,"27,023.13","27,021.61",77,"80,039","US",48.47,1,4.7,141,3,"N/A","ePest","Health & Household","Large and Bulky","MFN","14.50 x 10.75 x 11.50 in",30,"N/A","Apr 20, 2018",,"No",95,"ePest"
124.,"Green Bean Buddy Bed Bug Killer That Works, Roach Killer, Flea and Tick Killer, Beetle, Mite Spray with Residual Protection, Child & Pet Friendly, 32oz","B08232QWQK","https://www.amazon.com/dp/B08232QWQK?psc=1","https://m.media-amazon.com/images/I/51bWKLBzDqL._SX342_.jpg","Green Bean Buddy",56.99,440,440,300,"24,363.36","24,363.05",151,"48,963","US",14.91,1,3.9,395,3,10,"Green Bean Buddy","Health & Household","Large Standard-Size","FBA","10.39 x 4.09 x 6.06 in",2.31,"N/A","Dec 9, 2019",,"No",75,"Green Bean Buddy"
29.,"Mite Killer Spray by Mite-B-Gone - 32oz | Plant-Based Treatment for Human, Dust, Chicken, Bird, Carpet & Rat Mites in Homes, Furniture & Bedding | Farm, Family & Pet Safe","B0CKM1CXM3","https://www.amazon.com/dp/B0CKM1CXM3?psc=1","https://m.media-amazon.com/images/I/61zmQSpaeoL._AC_SY355_.jpg","Naturasil",32.97,"2,435",707,600,"83,137.84","23,925.89",170,"1,781","US",10.87,1,4.2,"2,762",11,"N/A","BuyNaturally","Patio, Lawn & Garden","Large Standard-Size","FBA","11.54 x 3.66 x 5.39 in",2.23,"N/A","Sep 26, 2023",,"No",30,"BuyNaturally"
128.,"EcoVenger (Formerly EcoRaider) Bed Bug Killer with Remote Sprayer 1Gal - Kills 100% All Stages on Contact- Kills Resistant Bugs- Kills Eggs- 14 Day Residual Protection- Non-toxic- Child & Pet Friendly","B07QKGD5NN","https://www.amazon.com/dp/B07QKGD5NN?psc=1","https://m.media-amazon.com/images/I/71tR+7Ivg9L._AC_SY355_.jpg","EcoVenger",74.95,565,309,200,"28,129.28","23,011.82",200,"46,766","US",21.38,1,4.2,"1,589",8,22,"EcoRaider Store","Health & Household","Large Standard-Size","FBA","13.94 x 5.67 x 10.04 in",8.91,"N/A","Jul 16, 2018",,"No",92,"EcoRaider Store"
38.,"EcoVenger Mite Killer 16 OZ Spray, Kills Dust Mites, Scabies, Bird Mites, Chiggers, Poultry Mites, Spider Mites for Residential, Plant, Animals & Birds, Plant-Based and Non-Toxic","B0F28N2GNK","https://www.amazon.com/dp/B0F28N2GNK?psc=1","https://m.media-amazon.com/images/I/61Xrf6GNcvL._SX342_.jpg","EcoVenger",18.95,"1,092","1,092",800,"20,698.04","20,697.91",178,"35,820","US",8.52,1,4.4,52,9,6,"EcoRaider Store","Health & Household","Large Standard-Size","FBA","11.18 x 3.62 x 3.98 in",1.26,"N/A","Mar 24, 2025",,"No",12,"EcoRaider Store"
50.,"MGK Bedlam Plus® | Fast-Acting Bed Bug Spray Aerosol | Insecticide Spray | for Indoor Use on Mattresses, Wood Furniture and Carpets | 17 Ounce Can","B00A6JIAK2","https://www.amazon.com/dp/B00A6JIAK2?psc=1","https://m.media-amazon.com/images/I/61ZbllhzInL._AC_SY355_.jpg","MGK",23.41,950,950,700,"20,338.23","20,332.6",146,"7,883","US",9.08,1,4.5,"2,915",6,9,"JandSProducts","Patio, Lawn & Garden","Large Standard-Size","FBA","9.80 x 3.82 x 4.33 in",1.3,"N/A","Apr 18, 2012",,"No",167,"JandSProducts"
123.,"Premo Guard Pet Protector Spray - 16 oz - Kills Mites, Fleas, Ticks, & Mosquitoes - for Dogs, Cats, & Home - Natural Plant Based Oils for Control, Prevention & Treatment - Family Safe","B0C1DY9BRS","https://www.amazon.com/dp/B0C1DY9BRS?psc=1","https://m.media-amazon.com/images/I/61ZkvorbP1L._AC_SY355_.jpg","Premo Guard",24.97,"1,104",729,500,"36,053.33","18,187.15",183,"8,694","US",8.74,1,4.2,"1,359",7,101,"Premo Guard LLC","Pet Supplies","Large Standard-Size","FBA","8.86 x 3.62 x 4.80 in",1.23,"N/A","Apr 2, 2023",,"No",35,"Premo Guard LLC"
61.,"Steri-fab All-in-One Disinfectant & Insecticide Spray – Kills Bed Bugs, Fleas, Mites, Roaches, Viruses, Fungi, & Odors – Quick-Drying, Non-Residual, 16 Ounce Sprayer Bottle","B01LMOVF4M","https://www.amazon.com/dp/B01LMOVF4M?psc=1","https://m.media-amazon.com/images/I/61-Jkslc8wL._AC_SY355_.jpg","Steri-Fab",19.55,896,896,600,"17,837.99","17,833.88",172,"9,648","AMZ",8.11,1,4.4,380,8,7,,"Patio, Lawn & Garden","Large Standard-Size","AMZ","11.50 x 2.56 x 4.57 in",1.01,"N/A","Sep 7, 2016",,"No",114,
68.,"Steri-fab All-in-One Disinfectant & Insecticide Spray – Kills Bed Bugs, Fleas, Mites, Roaches, Viruses, Fungi, & Odors – Quick-Drying, Non-Residual, 1 Gallon Jug","B000SON2IA","https://www.amazon.com/dp/B000SON2IA?psc=1","https://m.media-amazon.com/images/I/71s97PPRHJL._AC_SY355_.jpg","Steri-Fab",55.65,321,321,200,"17,765.77","17,764.49",161,"69,150","US",17.13,1,4.5,"1,475",8,4,"SEJ Company LLC","Health & Household","Large Standard-Size","FBA","12.71 x 5.87 x 11.50 in",7.01,"N/A","Jun 27, 2007",,"No",225,"SEJ Company LLC"
113.,"Licefreee Home Lice Control Spray - Non-Staining Lice Treatment Spray for Furniture, Mattresses, Fresh Citrus Fragrance, 16 Fl Oz","B07CN9G1JK","https://www.amazon.com/dp/B07CN9G1JK?psc=1","https://m.media-amazon.com/images/I/61tD7HbJ6XL._AC_SY355_.jpg","Licefreee Spray!",19.99,886,886,700,"17,703.97","17,695.01",129,"29,958","US",7.99,1,4.5,"2,665",4,13,"My Quest Store","Health & Household","Large Standard-Size","FBA","10.91 x 2.44 x 5.79 in",1.19,"N/A","May 25, 2018",,"No",94,"My Quest Store"
35.,"Eco Defense Bed Bug Killer - Bed Bug Spray & Dust Mite Spray - Natural Treatment - 16 Oz","B00UVZXL2I","https://www.amazon.com/dp/B00UVZXL2I?psc=1","https://m.media-amazon.com/images/I/51XL4y3SwTL._AC_SY355_.jpg","Eco Defense",24.95,781,678,400,"22,623.24","17,197.68",88,"7,069","US",9.77,1,4.1,"9,573",6,16,"Eco Brands","Patio, Lawn & Garden","Large Standard-Size","FBA","8.50 x 3.03 x 5.83 in",1.25,"N/A","Mar 18, 2015",,"No",132,"Eco Brands"
37.,"Mite Treatment Spray– 16 oz – Kills Dust, Scabies, Spider, Carpet, Bird, Mouse & Rat Mites for Home, Furniture, Bedding – Natural | Non-Toxic| Effective – Child & Pet Safe","B0F8BJB8L4","https://www.amazon.com/dp/B0F8BJB8L4?psc=1","https://m.media-amazon.com/images/I/7169h-QkreL._AC_SY355_.jpg","USKICH",19.99,767,767,600,"15,326.99","15,319.22",171,"35,566","CN",9.44,1,4.3,59,7,12,"US.K M","Health & Household","Large Standard-Size","FBA","7.80 x 4.25 x 5.27 in",2.46,"N/A","May 12, 2025",,"No",10,"US.K M"
138.,"Raid Bed Bug Foaming Spray, Kills Bed Bugs and Their Eggs, for Indoor Use, Non-Staining, Keeps Killing for Weeks, 16.5 oz (Pack of 1)","B07GXHV9VL","https://www.amazon.com/dp/B07GXHV9VL?psc=1","https://m.media-amazon.com/images/I/710jSLz216L._AC_SY355_.jpg","Raid",10.84,"1,381","1,381",800,"15,042.13","15,040.15",133,"21,394","AMZ",8.64,1,4.5,"3,732",11,40,"Amazon","Health & Household","Large Standard-Size","AMZ","11.38 x 2.83 x 3.15 in",1.28,"N/A","Aug 28, 2018",,"No",91,"Amazon"
21.,"Rid Home Lice Bed Bug Dust Mite Spray Home Treatment Spray with Permethrin Kills Lice and Lice Eggs on Mattresses Furniture Car Interiors and Other Nonwashable Items Spray Can, 5 Ounce","B000052XQH","https://www.amazon.com/dp/B000052XQH?psc=1","https://m.media-amazon.com/images/I/611gZVn+xBL._AC_SY355_.jpg","RID",10,"1,322","1,322","1,000","13,221.81","13,218.52",184,"23,376","AMZ",6.26,1,4.5,"1,958",6,28,"Amazon","Health & Household","Large Standard-Size","AMZ","5.79 x 1.89 x 1.89 in",0.46,"N/A","Aug 3, 2017",,"No",103,"Amazon"
69.,"Premo Guard Bed Bug Killer Spray 16 oz - University Tested 100% Kill Rate - Natural Non Toxic, Stain & Scent Free - Kill Bedbugs & Mites On Bed & Blankets, Furniture, Clothing - Child & Pet Safe","B0C482X3M4","https://www.amazon.com/dp/B0C482X3M4?psc=1","https://m.media-amazon.com/images/I/61weC7exCWL._AC_SY355_.jpg","Premo Guard",24.97,"2,997",497,300,"89,215.36","12,399.76",194,"13,279","US",9.03,1,4.2,"5,044",8,33,"Premo Guard LLC","Health & Household","Large Standard-Size","FBA","10.79 x 3.62 x 4.53 in",1.21,"N/A","Jun 1, 2018",,"No",93,"Premo Guard LLC"
83.,"Premo Guard Bed Bug Killer Spray 16 oz - University Tested 100% Kill Rate - Natural Non Toxic, Stain & Scent Free - Kill Bedbugs & Mites On Bed & Blankets, Furniture, Clothing - Child & Pet Safe","B0C482X3M4","https://www.amazon.com/dp/B0C482X3M4?psc=1","https://m.media-amazon.com/images/I/61weC7exCWL._AC_SY355_.jpg","Premo Guard",24.97,"2,997",497,300,"89,215.36","12,399.76",194,"13,279","US",9.03,1,4.2,"5,044",8,33,"Premo Guard LLC","Health & Household","Large Standard-Size","FBA","10.79 x 3.62 x 4.53 in",1.21,"N/A","Jun 1, 2018",,"No",93,"Premo Guard LLC"
30.,"Hygea Natural Dust Mite Killer Spray - Eliminates Dust, Carpet, Rodent, Bird, Scabies Mites - Safe for Home, Children, Pets, Bedding & Furniture, 24 oz, Unscented","B0DNSL8TXW","https://www.amazon.com/dp/B0DNSL8TXW?psc=1","https://m.media-amazon.com/images/I/611QLerc9bL._AC_SX355_.jpg","Hygea Natural",23.75,615,473,300,"18,882.37","11,231.43",162,"33,835","US",9.08,1,4.1,122,11,15,"Hygea Natural ™","Health & Household","Large Standard-Size","FBA","9.65 x 1.93 x 5.08 in",1.7,"N/A","Nov 22, 2024",,"No",16,"Hygea Natural ™"
23.,"Hot Shot Ready-to-Use Bed Bug Killer Spray, Kills Bed Bugs and Bed Bug Eggs, Kills Fleas and Dust Mites, 32 Ounce","B01N5VG342","https://www.amazon.com/dp/B01N5VG342?psc=1","https://m.media-amazon.com/images/I/71O28yrChrL._AC_SY355_.jpg","HOT SHOT",9.99,"2,308","1,196","2,000","33,171.14","11,105.11",113,"1,184","AMZ",6.78,1,4.4,"9,398",10,67,"Amazon","Patio, Lawn & Garden","Large Standard-Size","AMZ","11.46 x 3.62 x 5.43 in",2.31,"N/A","Jan 31, 2017",,"No",110,"Amazon"
42.,"Hygea Natural Extra Strength Bed Bug Killer & Mite Travel Spray, TSA Approved Size, Child & Pet-Friendly, Stain & Odor Free, for Hotel, Suitcase, Backpack, Shoes, 66% Stronger Natural Formula(3oz)","B09F9YKM2J","https://www.amazon.com/dp/B09F9YKM2J?psc=1","https://m.media-amazon.com/images/I/71gEKrJSNtL._AC_SY355_.jpg","Hygea Natural",15.5,"1,573",695,500,"48,597.97","10,765.45",196,"18,575","US",6.49,1,4.4,"1,571",7,35,"Hygea Natural ™","Health & Household","Large Standard-Size","FBA","5.63 x 1.38 x 1.46 in",0.26,"N/A","Sep 2, 2021",,"No",54,"Hygea Natural ™"
125.,"Peppermint Oil Spray for Bugs, 32 Oz Insect & Pest Control Spray for Bed Bug, Ants, Mite and Flea, All Natural Plant Extract Based Spider Repellent Indoor, Child & Pet Safe","B0FQP83DXV","https://www.amazon.com/dp/B0FQP83DXV?psc=1","https://m.media-amazon.com/images/I/71RZH3OzvjL._AC_SY355_.jpg","Ecoseem",29.99,337,337,100,"10,091.88","10,088.4",172,"45,373","US",10.6,1,4,2,8,"N/A","Agriatech Inc","Patio, Lawn & Garden","Large Standard-Size","FBA","13.11 x 3.78 x 4.25 in",2.27,"N/A","Sep 11, 2025",,"No",6,"Agriatech Inc"
44.,"Natural Bed Bug Spray, Non-Toxic 16oz Sprayer, Plant-Based Bedbug & Dust Mite Repellent, Safe for Family & Pets, Fast-Acting Treatment Kills Bed Bugs, Mites","B0FS6TV91S","https://www.amazon.com/dp/B0FS6TV91S?psc=1","https://m.media-amazon.com/images/I/71U8czrDNGL._AC_SY355_.jpg","Migdracy",25.99,548,374,300,"13,725.15","9,372.79",156,"55,366","US",9.32,1,5,18,7,"N/A","Purepell","Health & Household","Large Standard-Size","FBA","8.19 x 3.43 x 3.86 in",1.37,"N/A","Sep 2, 2025",,"No",6,"Purepell"
146.,"Harris 5 Minute Kill Time Bed Bug Killer Spray, Odorless and Non Staining Formula with Residual Protection (32oz)","B07BK76CCZ","https://www.amazon.com/dp/B07BK76CCZ?psc=1","https://m.media-amazon.com/images/I/61o8lOacbnL._AC_SY355_.jpg","HARRIS",26.99,347,347,200,"9,362.93","9,359.32",113,"62,344","US",10.1,1,4.4,855,9,5,"EcoClean Solutions","Health & Household","Large Standard-Size","FBA","10.87 x 2.83 x 4.69 in",2.34,"N/A","Mar 19, 2018",,"No",96,"EcoClean Solutions"
141.,"12 Pack Natural Bed Bug Repellent Pouches, Plant Based Long-Lasting 2 Month Protection Against Bedbugs, Dust Mites & Fleas, Safe for Mattress, Luggage, Furniture & Travel, No Residue Non-Toxic Formula","B0FB94WQLG","https://www.amazon.com/dp/B0FB94WQLG?psc=1","https://m.media-amazon.com/images/I/81QFlJmppbL._AC_SY355_PIbundle-12,TopRight,0,0_SH20_.jpg","Olougda",19.19,461,461,300,"8,855.14","8,855.01",200,"15,369","US",7.01,1,3.7,148,7,20,"FACAIRE","Patio, Lawn & Garden","Large Standard-Size","FBA","7.28 x 2.20 x 4.61 in",0.42,"N/A","May 29, 2025",,"No",10,"FACAIRE"
46.,"Mite Spray – Natural Killer for Dust, Bird, Spider & Other Mites | Bedding & Furniture-Safe | Treatment for Chickens, Poultry, Dogs, Cats, Reptiles & Other Pets | Indoor & Outdoor (22 oz)","B0FBPDVKB4","https://www.amazon.com/dp/B0FBPDVKB4?psc=1","https://m.media-amazon.com/images/I/71nuDIOLa+L._AC_SY355_.jpg","ECOPEST",22.99,367,349,200,"9,318.26","8,028.77",187,"49,897","US",10.11,1,4.3,83,14,3,"Rimbaworks","Health & Household","Large Standard-Size","FBA","10.20 x 2.48 x 4.29 in",1.46,"N/A","Jun 2, 2025",,"No",9,"Rimbaworks"
47.,"LivePure Anti-Allergen 32 OZ Fabric Spray for Household Surfaces","B07NDCG5DK","https://www.amazon.com/dp/B07NDCG5DK?psc=1","https://m.media-amazon.com/images/I/61ZYwA0tklL._AC_SY355_.jpg","LivePure",19.99,501,394,300,"11,435.47","7,876.19",64,"43,735","US",9.44,1,4.3,"1,242",7,6,"Filter Monster","Health & Household","Large Standard-Size","FBA","13.11 x 3.43 x 5.43 in",2.47,"N/A","Feb 4, 2019",,"No",85,"Filter Monster"
140.,"HARRIS Bed Bug Killer, Liquid Spray with Odorless and Non-Staining Formula (Gallon)","B003YHKY9I","https://www.amazon.com/dp/B003YHKY9I?psc=1","https://m.media-amazon.com/images/I/61UQnB3gFKL._AC_SY355_.jpg","HARRIS",23.99,283,283,200,"6,891.99","6,889.05",83,"51,773","US",12.49,1,4.2,"6,330",8,6,"PF Harris","Health & Household","Large Standard-Size","FBA","12.32 x 5.16 x 7.76 in",8.98,"N/A","Jun 25, 2010",,"No",189,"PF Harris"
57.,"Steri-fab Bed Bug Insecticide 4 Gals Dust Mite Bed Bugs Killer Mattress Spray","B015BSTLZU","https://www.amazon.com/dp/B015BSTLZU?psc=1","https://m.media-amazon.com/images/I/71s97PPRHJL._SX342_.jpg","Steri-Fab",197,32,32,"N/A","6,269.59","6,269.31",77,"139,365","US",43.21,1,4.5,85,4,0,"ePest","Patio, Lawn & Garden","N/A","MFN","N/A","N/A","N/A","Sep 13, 2015",,"No",126,"ePest"
36.,"Mite Killer Spray – Kills Dust, Bird, Carpet & Household Mites Fast | Non-Toxic, Kid & Pet Safe Formula for Bedding, Furniture & Home | 16 oz","B0G32F5VQG","https://www.amazon.com/dp/B0G32F5VQG?psc=1","https://m.media-amazon.com/images/I/815-C67OagL._SY445_.jpg","Colton's Naturals",19.95,314,314,200,"6,268.62","6,268.48",141,"22,490","US",9.02,1,4.5,29,9,6,"Colton's Naturals","Patio, Lawn & Garden","Large Standard-Size","FBA","9.96 x 3.27 x 3.78 in",1.19,"N/A","Nov 19, 2025",,"No",4,"Colton's Naturals"
41.,"Travel Bed Bug & Mite Killer Spray by Premo Guard 3 oz – Child & Pet Safe – Fast Acting – Stain & Odor Free – Best Protection – Carryon Bag Approved","B0829GQL73","https://www.amazon.com/dp/B0829GQL73?psc=1","https://m.media-amazon.com/images/I/61sCL-DQ90L._AC_SY355_.jpg","Premo Guard",10.97,"2,997",559,400,"89,215.36","6,126.79",148,"13,273","US",5.81,1,4.2,"5,044",7,35,"Premo Guard LLC","Health & Household","Large Standard-Size","FBA","5.31 x 2.28 x 2.48 in",0.26,"N/A","Dec 24, 2019",,"No",75,"Premo Guard LLC"
54.,"Steri-fab Bed Bug Insecticide 4 Gals Dust Mite Bed Bugs Killer Mattress Spray","B00ON7LFVY","https://www.amazon.com/dp/B00ON7LFVY?psc=1","https://m.media-amazon.com/images/I/71s97PPRHJL._SX342_.jpg","Steri-Fab",186.17,32,32,"N/A","5,995.39","5,994.93",77,"238,256","US",27.93,1,4.8,14,4,0,"ePest","Health & Household","Large and Bulky","MFN","12.00 x 16.00 x 14.00 in",32,"N/A","Oct 18, 2014",,"No",137,"ePest"
111.,"Bedlam Bed Bugs Spray (2 Spray Cans)","B002Y2WUQ4","https://www.amazon.com/dp/B002Y2WUQ4?psc=1","https://m.media-amazon.com/images/I/61Az0GoRomL._AC_SY355_.jpg","MGK",34.99,165,165,100,"5,753.21","5,752.35",36,"40,014","US",11.95,1,4.5,341,1,3,"JandSProducts","Patio, Lawn & Garden","Large Standard-Size","FBA","10.51 x 3.58 x 7.32 in",2.71,"N/A","Nov 20, 2009",,"No",196,"JandSProducts"
39.,"CHOMP! Travel Size Bed Bug & Insect Repellent, Natural, TSA Approved Indoor Pest Control Spray for Travel & Home, Plant-Based Dust Mite, Ant, Spider, Fly Killer, Peppermint Scent, 3.4 Fl Oz","B0CNTZ1RSN","https://www.amazon.com/dp/B0CNTZ1RSN?psc=1","https://m.media-amazon.com/images/I/51q3m7eLcvL._AC_SY355_.jpg","WP CHOMP!",12.97,472,404,"2,000","6,731.51","5,243.35",189,"1,858","US","N/A",1,4.5,"1,027",8,20,"Chomp Solutions","Patio, Lawn & Garden","Large Standard-Size","FBA","7.28 x 1.65 x 5.35 in",0.3,"N/A","Nov 22, 2023",,"No",28,"Chomp Solutions"
